"","Kingdom","Phylum","Class","Order","Family","Genus"
"ESV12468","Bacteria","Chloroflexi","Ktedonobacteria","JG30-KF-AS9",NA,NA
"ESV12469","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","CL500-29_marine_group"
"ESV12470","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Aetherobacter"
"ESV12471","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV12472","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV12473","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio"
"ESV12474","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV12475","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV12476","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV12477","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV12478","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"ESV12479","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV12480","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ESV12481","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera"
"ESV12482","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium"
"ESV12483","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV12484","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus"
"ESV12485","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage"
"ESV12486","Bacteria","Chloroflexi","P2-11E",NA,NA,NA
"ESV12488","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ESV12489","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV12490","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV12491","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV12492","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","G55"
"ESV12493","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41",NA
"ESV12494","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41",NA
"ESV12495","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula"
"ESV12496","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV12497","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV12498","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV12499","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV12500","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV12501","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"ESV12502","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16"
"ESV12503","Bacteria","Planctomycetes","OM190",NA,NA,NA
"ESV12504","Bacteria","Proteobacteria","Betaproteobacteria","TRA3-20",NA,NA
"ESV12505","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"ESV12506","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV12507","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV12508","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV12509","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia"
"ESV12510","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga"
"ESV12511","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ESV12512","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Chryseolinea"
"ESV12513","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella"
"ESV12514","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"ESV12515","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV12516","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV12517","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA
"ESV12518","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV12519","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV12520","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111",NA
"ESV12521","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21",NA
"ESV12522","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV12523","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"ESV12524","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV12525","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV12526","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage"
"ESV12527","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ESV12528","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"ESV12529","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ESV12530","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus"
"ESV12531","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella"
"ESV12532","Bacteria","Acidobacteria","Subgroup_11",NA,NA,NA
"ESV12533","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV12534","Bacteria","Proteobacteria","Betaproteobacteria","TRA3-20",NA,NA
"ESV12535","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV12536","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111",NA
"ESV12537","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"ESV12538","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45",NA,NA
"ESV12539","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella"
"ESV12540","Bacteria","Acidobacteria","Subgroup_5",NA,NA,NA
"ESV12541","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111",NA
"ESV12542","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia"
"ESV12543","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)",NA
"ESV12544","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera"
"ESV12545","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV12546","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV12547","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111",NA
"ESV12548","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ESV12549","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea"
"ESV12550","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV12551","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV12552","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV12553","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales",NA,NA
"ESV12554","Bacteria","Proteobacteria","Betaproteobacteria","TRA3-20",NA,NA
"ESV12555","Bacteria","Acidobacteria","Subgroup_6","Unknown_Order","Unknown_Family","Vicinamibacter"
"ESV12556","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV12557","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41",NA
"ESV12558","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ESV12559","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"ESV12560","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV12561","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV12562","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ESV12563","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV12564","Bacteria","Chloroflexi","S085",NA,NA,NA
"ESV12565","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41",NA
"ESV12566","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Leptolyngbya"
"ESV12568","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"ESV12569","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium"
"ESV12570","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"ESV12571","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces"
"ESV12572","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ESV12573","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111",NA
"ESV12574","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales",NA,NA
"ESV12575","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV12576","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces"
"ESV12577","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira"
"ESV12578","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter"
"ESV12579","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV12580","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Microbispora"
"ESV12581","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Candidatus_Alysiosphaera"
"ESV12582","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas"
"ESV12583","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia"
"ESV12584","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"ESV12585","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)",NA
"ESV12586","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"ESV12587","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus"
"ESV12589","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI",NA
"ESV12590","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Roseateles"
"ESV12591","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV12592","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV12593","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"ESV12594","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae",NA
"ESV12595","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae",NA
"ESV12596","Bacteria","Planctomycetes","OM190",NA,NA,NA
"ESV12597","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV12598","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV12599","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV12600","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade",NA,NA
"ESV12601","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera"
"ESV12603","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)",NA
"ESV12604","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA
"ESV12605","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)",NA
"ESV12606","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Xenophilus"
"ESV12607","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV12608","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ESV12609","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas"
"ESV12610","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium"
"ESV12611","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula"
"ESV12612","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter"
"ESV12613","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Elev-16S-1332",NA
"ESV12614","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"ESV12615","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV12616","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"ESV12617","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae",NA
"ESV12618","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA
"ESV12619","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV12620","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium"
"ESV12621","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV12622","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga"
"ESV12623","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ESV12624","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas"
"ESV12625","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga"
"ESV12626","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira"
"ESV12627","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter"
"ESV12628","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis",NA
"ESV12629","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV12630","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)",NA
"ESV12631","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV12632","Bacteria","Tectomicrobia",NA,NA,NA,NA
"ESV12633","Bacteria","Acidobacteria","Subgroup_17",NA,NA,NA
"ESV12634","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"ESV12635","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"ESV12636","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ESV12637","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV12638","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA
"ESV12639","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"ESV12640","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus"
"ESV12642","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA
"ESV12643","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter"
"ESV12644","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16"
"ESV12645","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV12646","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ESV12648","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV12649","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella"
"ESV12650","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera"
"ESV12651","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV12652","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41",NA
"ESV12653","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae",NA
"ESV12654","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"ESV12655","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV12656","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter"
"ESV12657","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","11-24"
"ESV12658","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ESV12659","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Candidatus_Alysiosphaera"
"ESV12660","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)",NA
"ESV12661","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ESV12662","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"ESV12663","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae",NA
"ESV12664","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Melittangium"
"ESV12665","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","G55"
"ESV12666","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV12667","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae",NA
"ESV12668","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV12669","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Elev-16S-1332",NA
"ESV12670","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Candidatus_Alysiosphaera"
"ESV12671","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)",NA
"ESV12672","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)",NA
"ESV12673","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV12674","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","0319-6M6",NA
"ESV12675","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV12676","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Gsoil-1167",NA
"ESV12677","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV12678","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ESV12679","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV12680","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter"
"ESV12681","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","JG34-KF-161",NA
"ESV12682","Bacteria","Chloroflexi","Ktedonobacteria","JG30-KF-AS9",NA,NA
"ESV12683","Bacteria","Acidobacteria","Holophagae","Subgroup_7",NA,NA
"ESV12684","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Rhodopirellula"
